clean_date,SAMPLE,WEIGHT,APPROVE,DISAPPROVE,ADJUSTED_APPROVE,ADJUSTED_DISAPPROVE,day,month,year
2021-11-17,4854.384615384615,1.080769230769231,43.61538461538461,51.69230769230769,43.0,52.0,17,11,2021
2021-11-18,4578.857142857143,1.0514285714285714,43.785714285714285,51.714285714285715,43.214285714285715,52.0,18,11,2021
2021-11-19,5108.5,0.91,43.916666666666664,52.166666666666664,43.75,52.5,19,11,2021
2021-11-20,5454.454545454545,0.7518181818181818,43.90909090909091,51.72727272727273,43.45454545454545,52.27272727272727,20,11,2021
2021-11-21,5889.9,0.717,43.9,51.9,43.6,52.3,21,11,2021
2021-11-22,6837.375,0.815,42.375,52.125,42.125,52.375,22,11,2021
2021-11-23,10040.0,0.908,42.6,50.4,42.6,50.8,23,11,2021
2021-11-24,12425.0,0.81,43.75,50.25,43.5,51.0,24,11,2021
2021-11-25,16233.333333333334,0.59,44.333333333333336,51.333333333333336,44.333333333333336,51.333333333333336,25,11,2021
2021-11-26,12445.5,0.87,42.25,53.25,42.75,52.5,26,11,2021
2021-11-27,10256.4,0.892,42.0,52.4,42.6,52.0,27,11,2021
2021-11-28,13599.2,0.9560000000000001,41.8,53.0,42.4,52.6,28,11,2021
2021-11-29,8989.875,0.74,42.5,52.0,42.875,52.125,29,11,2021
2021-11-30,7519.8,0.962,43.5,51.5,43.5,51.9,30,11,2021
2021-12-01,5136.454545454545,1.26,43.54545454545455,50.36363636363637,43.63636363636363,50.54545454545455,1,12,2021
2021-12-02,4348.214285714285,1.2321428571428572,44.357142857142854,50.07142857142857,44.0,50.5,2,12,2021
2021-12-03,4185.666666666667,1.0526666666666666,44.733333333333334,49.733333333333334,44.266666666666666,50.733333333333334,3,12,2021
2021-12-04,4067.8125,1.01875,44.3125,50.0625,43.9375,51.1875,4,12,2021
2021-12-05,4124.0,0.896875,44.0,50.625,43.75,51.375,5,12,2021
